scenario,scenario_label,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,alpha_deg,cl_total,cd_total,cm_total
clean_blowing,Clean blown wing,0.0,0.0,0.0,8.45,4.490042016131664,0.06577237283951587,-0.29861518618588023
clean_blowing,Clean blown wing,0.0,0.0,0.0,8.733333333333333,4.513240792089069,0.070252273017659,-0.28940296027315093
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.016666666666666,4.5347219292710435,0.07485951949584446,-0.2800865601417256
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.299999999999999,4.554924911359573,0.07961562992285492,-0.270756393323132
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.583333333333332,4.574007159603664,0.08457229921393035,-0.26148125608595435
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.866666666666667,4.592036814234919,0.08978679534365135,-0.2523334037411448
clean_blowing,Clean blown wing,0.0,0.0,0.0,10.149999999999999,4.609132703613401,0.09530316975652027,-0.24340909642819628
clean_blowing,Clean blown wing,0.0,0.0,0.0,10.433333333333334,4.6254829507798805,0.10114822777545494,-0.23482057031816325
clean_blowing,Clean blown wing,0.0,0.0,0.0,10.716666666666665,4.641270157733963,0.10733680223904053,-0.22667347142296917
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.0,4.656571342259893,0.11387907057708642,-0.2190450057261487
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.283333333333331,4.671280681065198,0.12078657922555165,-0.21197255182891184
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.566666666666666,4.6850744965663536,0.12807616716404152,-0.20545562000921563
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.849999999999998,4.697422681450315,0.13577210389833272,-0.19946892979296713
clean_blowing,Clean blown wing,0.0,0.0,0.0,12.133333333333333,4.707647412071886,0.14390753426139127,-0.1939825345519745
clean_blowing,Clean blown wing,0.0,0.0,0.0,12.416666666666668,4.715027459623068,0.15252670163165796,-0.18898476727266894
clean_blowing,Clean blown wing,0.0,0.0,0.0,12.7,4.718932456935563,0.1616890485021408,-0.18450365000096247
